Sample_Name,PictureNr,Magnification,ID,Area,Circularity,Diameter,Ellipse Major,Ellipse Minor,Perimeter,Radius,Feret Maximum,Feret Minimum,width,Volume,log(Dry Weight),Dry Weight,log(Wet Weight),Wet Weight
CU18_522,01,100x,26,1.3644841269841,0.87022411585841,1.3180725126637,0.7016162456997,0.62166501068293,4.6687170997776,0.65903625633186,1.5146356997514001,1.2884112175153,1.060091452765756,1.0249683566150143,7.357361477045771,1567.6947027056328,9.992499207584606,21861.867926172246
CU18_522,01,100x,27,0.17393424036281,0.7686269576971,0.4705953176705,0.29314046438931,0.19082066161973,1.618561979239,0.23529765883525,0.61225450520297,0.41176348613725,0.31997478866620416,0.040656055511929495,5.48104215872112,240.09679600546613,6.9340987187154255,1026.6934952708725
CU18_522,01,100x,28,0.36886054421769,0.82166711326406,0.68530856655268,0.39426041304725,0.29928561518428,2.2889923025813,0.34265428327634,0.8340464836548,0.60238095238095,0.5088865223618951,0.1351365836196452,6.179378324719654,482.69178550697984,8.072386669293035,3204.741366738139
CU18_522,01,100x,29,0.44683106575964,0.80607581839977,0.75426983417165006,0.45194151311758,0.31687262779056,2.6175637311527,0.37713491708583,0.93573063098336,0.65714285714286,0.5458551251155699,0.1763959685937781,6.334288378228277,563.5682128440684,8.324890056512091,4125.283635442107
CU18_522,01,100x,30,0.38985260770975,0.79641377692977,0.70453939333027,0.42605910557491,0.29342817330667,2.3797247971963,0.35226969666513003,0.88463988662566,0.61956022732536,0.5017667555015054,0.14185528405401635,6.207588449172425,496.502465469815,8.118369172151052,3355.5439659038116
CU18_522,01,100x,31,1.1725566893424,0.78397550075078,1.2218615082384,0.76763755374268,0.48968934647805,4.44966948073,0.61093075411917,1.5585455247877,1.0386490106054,0.8523824955897011,0.7272284023977392,7.157840302512228,1284.1345937026354,9.667279693094931,15792.330552470445
CU18_522,01,100x,32,0.44083333333333,0.82202301953431,0.74919051825114,0.42541017840393,0.3364074442498,2.7082962257678,0.37459525912557,0.91139846506437,0.73491540935558,0.556649607412711,0.17664434416283317,6.335106440184491,564.0294351872325,8.32622349750072,4130.788126872963
CU18_522,01,100x,33,0.21891723356009,0.84556187827377,0.52795272401299,0.28682638313533,0.24658438813929,1.8376095982867,0.26397636200649,0.62438094429093,0.49285714285714,0.407762502583225,0.06378720258480376,5.742905409769404,311.9694947428916,7.360935817924128,1573.308204273896
CU18_522,01,100x,1,0.71672902494331,0.70633653947792,0.95528411345385,0.67055845805113,0.34325466228268,3.5148252910326,0.47764205672692,1.3524489532425,0.73256970252081,0.5840817590836986,0.3102086087878098,6.662494025438203,782.5000806162012,8.85986526146427,7043.533645216946
CU18_522,01,100x,2,0.38985260770975,0.59731033269733,0.70453939333027,0.56729995389574,0.22296802805426,2.7724537879841,0.35226969666513003,1.1795198488342,0.50432552108925,0.3532173434683834,0.10404201678481569,6.027348573323527,414.61425142417085,7.824578174517349,2501.3307632131477
CU18_522,01,100x,3,0.20092403628118,0.79199611654276,0.50579089402736,0.29483358793831,0.21947754886581,1.7280857887628,0.25289544701368,0.63862799761602,0.46583899437946,0.35758653294593357,0.052165250636178495,5.625965870701827,277.5402230753519,7.170324369243977,1300.266300804359
CU18_522,01,100x,4,0.12895124716553,0.80256823432168,0.40519850349437,0.22990238996184,0.18097874548214,1.386226893992,0.20259925174718,0.5048773252742,0.38333333333333,0.29153872948105886,0.027215775156609414,5.247698543718483,190.12819282236592,6.553748626261127,701.8702979925844
CU18_522,01,100x,5,0.51580498866213,0.81097373622586,0.81039700698873,0.47834100774076,0.34537733090132,2.7857412541834,0.40519850349437,0.99928884350829,0.71190476190476,0.5912436048747522,0.2202467906137536,6.463368264050741,641.217212164813,8.535290270402708,5091.309117087553
CU18_522,01,100x,6,0.28489229024943,0.85886820949956,0.60227579225447,0.32708472529148,0.27954195678927,2.0699446835337,0.30113789612723,0.70124355004989,0.5879614139043,0.4754447091649239,0.09636056492633584,5.982756838030052,396.5320372869568,7.751893645988984,2325.972815988382
CU18_522,01,100x,7,0.28489229024943,0.84351629289646,0.60227579225447,0.32826163475689,0.27805736712308,2.0245784362261,0.30113789612723,0.71400611621428,0.54761904761905,0.4636045549521408,0.09444153891557583,5.971061469924103,391.9214628808855,7.7328301959762875,2282.0517233810037
CU18_522,01,100x,8,0.29988662131519,0.66263803322196,0.61792192483802,0.44200311094016,0.22315219467612,2.366437330997,0.30896096241901,0.93251804734703,0.47892653221029,0.3497367298342165,0.07838448985957563,5.862715578708624,351.677857393794,7.556226393295056,1912.6144236970358
CU18_522,01,100x,9,0.31488095238095,0.86181692515314,0.63318155410222,0.34143812871671,0.29662719849097,2.1794684930575,0.31659077705111,0.73470540624357,0.60238095238095,0.5022684187542916,0.11239864812406196,6.072265483162284,433.66202356038053,7.897792737554523,2691.335284038672
CU18_522,01,100x,10,0.29388888888889,0.87232388315302,0.61171149661553,0.32568441379178,0.28947720146883,2.1020234646418,0.30585574830777,0.70124355004989,0.60238095238095,0.49368351556875795,0.10273169863699808,6.019979908764395,411.5703266871971,7.812567251285962,2471.4671750869925
CU18_522,01,100x,11,0.18592970521542,0.82140664293226,0.48655221016991,0.28713209206416,0.20838145273532,1.6506407603472,0.24327610508496,0.59234024262698,0.43809523809524,0.3611417654586586,0.04834484688876173,5.581746719705872,265.5350161897389,7.098247153120571,1209.8445425682635
CU18_522,01,100x,12,0.12295351473923,0.76160063164861,0.39566308537715,0.23849694915387,0.16685744882093,1.386226893992,0.19783154268857,0.51951517492924,0.32857142857143,0.26586887641491197,0.023921782125147888,5.172694273770196,176.38943928297687,6.431491666245419,621.0997308651068
CU18_522,01,100x,13,0.074971655328798,0.74087228583505,0.30896096241901,0.17104373130907,0.145333012206,1.0897342465287,0.15448048120951,0.4170232418274,0.27380952380952,0.2004563197336437,0.01105225941787862,4.723767209468745,112.5916109102549,5.699740551434054,298.78987030651564
CU18_522,01,100x,14,0.57878117913832,0.73331397196757,0.85844457306652,0.60220727202031,0.30945910889261,3.1331039976636,0.42922228653326,1.1706371430006,0.60238095238095,0.5498371578214365,0.23444055587492985,6.499678362615545,664.9277330301812,8.594475731063337,5401.736371064645
CU18_522,01,100x,15,0.37485827664399,0.5752417688989,0.69085771436266,0.58454452363849,0.21485080408152,2.9594226259235,0.34542885718133,1.2009867010963,0.52316017836018,0.331796855703428,0.09427908891348402,5.970060543845709,391.5293747263704,7.731198686468504,2278.3315698551773
CU18_522,01,100x,16,0.35686507936508,0.76197472997641,0.67407323873795,0.41724801062556,0.27384468388866,2.2889923025813,0.33703661936898,0.88463988662566,0.54761904761905,0.45323391519624623,0.11835087077944662,6.102266520124446,446.8694617677334,7.946694427802846,2826.2172275904086
CU18_522,01,100x,17,0.63276077097506,0.79507308199861,0.89758344233979,0.55401869812147,0.36600214904695,3.1596789300624,0.4487917211699,1.1289319971486,0.77503486862416,0.637829906432287,0.2927842869621818,6.62888420751068,756.6374490796402,8.805081258242408,6668.0401039512535
CU18_522,01,100x,18,0.56078798185941,0.87081645646328,0.84499552348851,0.45800675887558,0.39108195038591,2.8952650637072,0.42249776174426,0.97034859322752,0.82142857142857,0.6802694855766647,0.2702630218685696,6.582349047037146,722.2338995591396,8.729228946670547,6180.960423253389
CU18_522,01,100x,19,0.66274943310658,0.61093148006218,0.91860698151174,0.69916241604768,0.3072127353686,3.611061634357,0.45930349075587,1.5036170364281,0.71074079646065,0.47265497155220565,0.23618074943994696,6.503977976952758,667.7928208167609,8.601484102432995,5439.72671531617
CU18_522,01,100x,20,0.41984126984127,0.89009030070305,0.73113508141364,0.37526021118044,0.3589776017131,2.5854849500446,0.36556754070682,0.82141674932998,0.75710015570011,0.6075548344403255,0.1794238838300067,6.344183600871041,569.1725280287991,8.341019269419796,4192.360709530222
CU18_522,01,100x,21,0.41384353741497,0.86845303290168,0.72589390214399,0.39142133854804,0.33815037804396,2.4305948932132,0.36294695107199,0.83584704600389,0.65714285714286,0.5821217511497507,0.17081327570305097,6.315590538343278,553.1286078144276,8.294412577499543,4001.452013069044
CU18_522,01,100x,22,0.095963718820862,0.81729227525136,0.34954942663745,0.19206976859626,0.16172117013485,1.1671792749444,0.17477471331872,0.42769207200685,0.32857142857143,0.2576969329111421,0.017826729088179175,5.001711445440754,148.66737760556808,6.152789656068428,470.02677260372707
CU18_522,01,100x,23,0.37785714285714,0.80920554916477,0.69361564035592,0.38108958366516,0.32672988798273,2.5854849500446,0.34680782017796,0.85715630728416,0.65714285714286,0.5045660292666374,0.13776050141831658,6.190558954352792,488.1188661420747,8.09061109559505,3263.681382276134
CU18_522,01,100x,24,0.37785714285714,0.77227999271628,0.69361564035592,0.4378737368407,0.2773349779178,2.4438823594126,0.34680782017796,0.8981401135569,0.60538678342361,0.4745105346855726,0.13085661256002387,6.160666793104401,473.74385868010904,8.041886872760173,3108.4729532170195
CU18_522,01,100x,25,0.62076530612245,0.83617525146106,0.88903483382527,0.50371324872466,0.39487227589967,3.1917577111705,0.44451741691264,1.0632159134964,0.83196754871009,0.6761283719140619,0.30082171539565555,6.644629361992811,768.6451057398609,8.830745860048282,6841.387630848036
CU18_522,01,100x,26,1.3644841269841,0.87022411585841,1.3180725126637,0.7016162456997,0.62166501068293,4.6687170997776,0.65903625633186,1.5146356997514001,1.2884112175153,1.060091452765756,1.0249683566150143,7.357361477045771,1567.6947027056328,9.992499207584606,21861.867926172246
CU18_522,01,100x,27,0.17393424036281,0.7686269576971,0.4705953176705,0.29314046438931,0.19082066161973,1.618561979239,0.23529765883525,0.61225450520297,0.41176348613725,0.31997478866620416,0.040656055511929495,5.48104215872112,240.09679600546613,6.9340987187154255,1026.6934952708725
CU18_522,01,100x,28,0.36886054421769,0.82166711326406,0.68530856655268,0.39426041304725,0.29928561518428,2.2889923025813,0.34265428327634,0.8340464836548,0.60238095238095,0.5088865223618951,0.1351365836196452,6.179378324719654,482.69178550697984,8.072386669293035,3204.741366738139
CU18_522,01,100x,29,0.44683106575964,0.80607581839977,0.75426983417165006,0.45194151311758,0.31687262779056,2.6175637311527,0.37713491708583,0.93573063098336,0.65714285714286,0.5458551251155699,0.1763959685937781,6.334288378228277,563.5682128440684,8.324890056512091,4125.283635442107
CU18_522,01,100x,30,0.38985260770975,0.79641377692977,0.70453939333027,0.42605910557491,0.29342817330667,2.3797247971963,0.35226969666513003,0.88463988662566,0.61956022732536,0.5017667555015054,0.14185528405401635,6.207588449172425,496.502465469815,8.118369172151052,3355.5439659038116
CU18_522,01,100x,31,1.1725566893424,0.78397550075078,1.2218615082384,0.76763755374268,0.48968934647805,4.44966948073,0.61093075411917,1.5585455247877,1.0386490106054,0.8523824955897011,0.7272284023977392,7.157840302512228,1284.1345937026354,9.667279693094931,15792.330552470445
CU18_522,01,100x,32,0.44083333333333,0.82202301953431,0.74919051825114,0.42541017840393,0.3364074442498,2.7082962257678,0.37459525912557,0.91139846506437,0.73491540935558,0.556649607412711,0.17664434416283317,6.335106440184491,564.0294351872325,8.32622349750072,4130.788126872963
CU18_522,01,100x,33,0.21891723356009,0.84556187827377,0.52795272401299,0.28682638313533,0.24658438813929,1.8376095982867,0.26397636200649,0.62438094429093,0.49285714285714,0.407762502583225,0.06378720258480376,5.742905409769404,311.9694947428916,7.360935817924128,1573.308204273896
CU18_522,02,100x,1,0.086967120181406,0.6590930581775,0.33276114031945,0.20369079187118,0.14172877999213,1.2767030844682,0.16638057015973,0.5048773252742,0.31876652052445,0.1871400704550114,0.012171219241993561,4.779836515826841,119.08487996019576,5.791133520797751,327.3839106041516
CU18_522,02,100x,2,0.19192743764172,0.74711549470194,0.49433753987042,0.31068054600876,0.19958724895471,1.7280857887628,0.24716876993521,0.6616614745323,0.43809523809524,0.32414765986917954,0.045685812978727335,5.5488561236162175,256.9434761680513,7.044635481494433,1146.6907696183653
CU18_522,02,100x,3,0.07797052154195,0.66886041970058,0.31507959526259,0.2129911296095,0.12095762295238,1.1671792749444,0.15753979763129,0.47106927840585,0.27380952380952,0.1803330892379268,0.01049635301084544,4.69376313113202,109.26358030830724,5.650833903745191,284.5286364169762
CU18_522,02,100x,4,0.27589569160998,0.85563894639493,0.59268988921685,0.31946859403144,0.27755622098127,2.0699446835337,0.29634494460842,0.69268689990566,0.60238095238095,0.4654027523568087,0.09144685678995797,5.952327165383647,384.64743650042504,7.702293279575343,2213.418162669746
CU18_522,02,100x,5,0.2249149659864,0.83489370701124,0.5351360844651,0.30801613990763,0.2344936970293,1.8055308171785,0.26756804223255,0.64096313096045,0.49285714285714,0.4061243747020301,0.06549453179178898,5.7582624279530545,316.79739211718396,7.385967757563478,1613.1882149141193
CU18_522,02,100x,6,0.39585034013605,0.87206002590269,0.70993824158027,0.3741971767939,0.3387852700976,2.3985161121051,0.35496912079014,0.81409331983243,0.71190476190476,0.5727093992765311,0.16053846603035773,6.2795222666358805,533.5337160748347,8.235621294616484,3772.983303199596
CU18_522,02,100x,7,0.18892857142857,0.74380934752869,0.49046032283272,0.30016397101273,0.20190435649403,1.6827195414553,0.24523016141636,0.65938983485792,0.43809523809524,0.31980664559448896,0.0444041087504781,5.5323120497672775,252.7275547409829,7.017668641120661,1116.1813627033712
CU18_522,02,100x,8,0.15893990929705,0.78683159112706,0.44985395158165,0.2643363399909,0.19581171682542,1.6318494454384,0.22492697579083,0.57172838083087,0.41176348613725,0.3153192419564674,0.03643812395956064,5.417360644817755,225.28373333686898,6.83029785105294,925.4664225800676
CU18_522,02,100x,9,0.21591836734694,0.73651043707016,0.52432413995617,0.30524084242263,0.22935543685335,1.8829758455942,0.26216206997808,0.71190320403595,0.49285714285714,0.33766847374636727,0.05367218555200766,5.642523039778915,282.17375672197517,7.19731255483963,1335.8359502654994
CU18_522,02,100x,10,0.19492630385488,0.66885088161749,0.49818458263689003,0.3667441395313,0.17230623047218,1.8696883793948,0.24909229131844,0.7448365492651,0.36704360478864,0.28512678430528815,0.04148984408416192,5.492844998512739,242.9474095985076,6.953337347575763,1046.6368971075453
CU18_522,02,100x,11,0.11095804988662,0.80336631218419,0.37586723310545,0.21292381460442,0.17001315726195,1.3220693317757,0.18793361655272,0.46786531549168,0.37194878450464,0.2707927245695441,0.02174688640978727,5.1172763457744805,166.88022604278748,6.341160443612402,567.4544283206176
CU18_522,02,100x,12,0.80669501133787,0.73793289551548,1.0134673102651,0.63507409341903,0.40829603952445,3.8887629669116,0.50673365513255,1.3733868166389,0.8790738501326,0.6542641993704517,0.38841008568733576,6.793201409515718,891.7638982788164,9.07291829751062,8716.022674233785
CU18_522,02,100x,13,0.2309126984127,0.86841902114744,0.54222428846424,0.29218234226584,0.25537717743714,1.8829758455942,0.27111214423212,0.62438094429093,0.53937523130697,0.43480585759164875,0.07119017228321582,5.806743895452732,332.5345935555888,7.4649925495879526,1745.8425409274278
CU18_522,02,100x,14,0.3928514739229,0.63785157687903,0.70724396908431,0.50735231250008,0.25548816587912,2.7724537879841,0.35362198454216,1.1087908139145,0.61956022732536,0.3826445893421631,0.11283853449776886,6.07453640676264,434.6479559491142,7.901494343023103,2701.316006395858
CU18_522,02,100x,15,0.18592970521542,0.82500046209616,0.48655221016991,0.26829491500842,0.22250041123749,1.6506407603472,0.24327610508496,0.58975992441711,0.43809523809524,0.36328744603381796,0.04857942366130455,5.584560919080488,266.2833371345325,7.102834298101195,1215.4070230875782
CU18_522,02,100x,16,0.086967120181406,0.79794387205204,0.33276114031945,0.17609988400444,0.16198745695984,1.1351004938363,0.16638057015973,0.4170232418274,0.32857142857143,0.2375919964185208,0.014977745604797647,4.9004710430871565,134.35305085788616,5.9877678002320645,398.52403107226877
CU18_522,02,100x,17,0.27889455782313,0.71293226065558,0.59590232406984,0.38095897003349,0.23490433858188,2.1020234646418,0.29795116203492,0.83584704600389,0.52635308340428,0.36853864320226154,0.0760581894684851,5.845199662351274,345.571532518141,7.527675449632577,1858.7796507529433
CU18_522,02,100x,18,0.14394557823129,0.5810841694516,0.42810886757208,0.36414804735181,0.1308662938952,1.7280857887628,0.21405443378604,0.73674157734518,0.32664766004115,0.20798125631369455,0.02267430103915504,5.141556332191208,170.98166562570452,6.380736821471668,590.3625392371526
CU18_522,02,100x,19,0.38985260770975,0.85771247531165,0.70453939333027,0.38366768616615,0.32525278062869,2.3985161121051,0.35226969666513003,0.82141674932998,0.65714285714286,0.5551183891078793,0.15401952515185854,6.255420989590186,520.8285920256111,8.196336213032001,3627.635048076484
CU18_522,02,100x,20,0.071972789115646,0.8240545959613,0.30271868334631,0.17173593469942,0.13661088260568,1.0255766843125,0.15135934167316,0.36735270312178,0.29414494771003,0.22567488503354624,0.011685011446391242,4.756134691039603,116.29553783079632,5.752499546394552,314.9769767256333
CU18_522,02,100x,21,0.15294217687075,0.72075340616648,0.44128452006582,0.27182703558268,0.18187194847345,1.5731957319315,0.22064226003291,0.61225450520297,0.38333333333333,0.276622781956021,0.03125419316190503,5.328138528709155,206.05405323382297,6.684865801795922,800.2032851260481
CU18_522,02,100x,22,0.3178798185941,0.90723053262827,0.6361895594139,0.3293061956146,0.30912416258364,2.1473897119493,0.31809477970695,0.70124355004989,0.65318841100532,0.5438113209994129,0.12077227716704453,6.114041561936388,452.1624699037179,7.965887745956312,2880.9856263574648
CU18_522,02,100x,23,0.29089002267574,0.82833542786321,0.60858251703418,0.34657100557218,0.26925059887943,2.0566572173343,0.30429125851709,0.73470540624357,0.54761904761905,0.45690536403254484,0.0954918834068022,5.977491845574397,394.4497854323925,7.7433117082862655,2306.096871231087
CU18_522,02,100x,24,0.34187074829932,0.68989047095138,0.65976007451413,0.46977138230851,0.2347390661158,2.4759611405208,0.32988003725707,0.95632582604642,0.49285714285714,0.3919588891847595,0.09962743034131288,6.002140844607368,404.2933970104081,7.783489576710009,2400.637429531799
CU18_522,02,100x,25,0.18293083900227,0.75294884839477,0.48261245132018,0.29919853915446,0.19697802687444,1.6827195414553,0.24130622566009,0.64096313096045,0.38333333333333,0.31959870319265016,0.04287369500772246,5.511920458664582,247.6262266495955,6.9844303476232685,1079.6911938625387
CU18_522,02,100x,26,0.39884920634921,0.58612214934066,0.71262232768139,0.59009603063446,0.21776878489722,2.9406313110148,0.3563111638407,1.2158256235207,0.50434698654288,0.34962368161051194,0.10553624267067602,6.035639039164943,418.06588476740006,7.838091633838857,2535.3618154755522
CU18_522,02,100x,27,0.26090136054422,0.86223040916445,0.57635920181785,0.30724874459302,0.2731951864463,1.992499655118,0.28817960090892,0.66845149010271,0.60143416615666,0.45750489204558065,0.08481816342279577,5.908578158248019,368.1822861212523,7.630982397944269,2061.0738202699067
CU18_522,03,100x,1,0.38385487528345,0.79026377155739,0.69909885327489,0.42477673111276,0.28942742929837,2.366437330997,0.34954942663745,0.88463988662566,0.60238095238095,0.4928308860061947,0.1374159260678849,6.189102909497474,487.408660349463,8.088237742480882,3255.944698476755
CU18_522,03,100x,2,0.2249149659864,0.70159265745861,0.5351360844651,0.38355656955023,0.18918646709718,1.9471334078105,0.26756804223255,0.76274470488836,0.39856089944642,0.32450310568714713,0.054136271301183904,5.647528564773103,283.5897253907762,7.205471560580158,1346.779627505418
CU18_522,03,100x,3,0.23391156462585,0.82763338198328,0.54573386742304,0.29930374703372,0.25025655133959,1.850897064486,0.27286693371152,0.65939083572884,0.49285714285714,0.40924705300437325,0.06879265280032362,5.786826552070733,325.97691046722895,7.432527279875293,1690.0734692062274
CU18_522,03,100x,4,0.27889455782313,0.8345899433318,0.59590232406984,0.33277710308287,0.26868312457569,1.992499655118,0.29795116203492,0.71400611621428,0.54761904761905,0.4520150132249513,0.09039864229208609,5.945624400819975,382.0778565585291,7.691367773336559,2189.367073129963
CU18_522,03,100x,5,0.26689909297052,0.68009343575575,0.5829463780006,0.40626257748444,0.21107025649763,2.1020234646418,0.2914731890003,0.85715630728416,0.46488424524077,0.340385183102285,0.06767461467338055,5.777299920186723,322.8861938733831,7.416998869904358,1664.032029850874
CU18_522,03,100x,6,0.26390022675737,0.82662029030983,0.57966214692013,0.33336072818642,0.25463244827575,2.0245784362261,0.28983107346007,0.70124355004989,0.53131106181517,0.4339651820525408,0.08232540483512593,5.89123515511148,361.8519517515561,7.602713302831711,2003.6249677129183
CU18_522,03,100x,7,0.21591836734694,0.71167985638269,0.52432413995617,0.33507996055405,0.20666169347358,1.8376095982867,0.26216206997808,0.73674157734518,0.46467017049402,0.32356862943625947,0.051712339983420195,5.620896022354943,276.136697072469,7.162060516438556,1289.5653678523445
CU18_522,03,100x,8,0.41384353741497,0.68912367570364,0.72589390214399,0.51838203550102,0.25554088995446,2.598772416244,0.36294695107199,1.0533579497219001,0.53970371282272,0.4306671200319173,0.13253186725359503,6.168062700640194,477.26061321989454,8.053942202043515,3146.1734073448956
