Feature_ID,Control...1,Control...2,Control...3,Coral...4,Coral...5,Coral...6,Coral_Dictyota...7,Coral_Dictyota...8,Coral_Dictyota...9,Coral_Turf...10,Coral_Turf...11,Coral_Turf...12,Dictyota...13,Dictyota...14,Dictyota...15,Turf...16,Turf...17,Turf...18,count
4649_275.1639_8.2759_-1_N/A_Dydrogesterone_no matches_no matches_no matches_no matches,323831.86,58865.16,60476.95999999999,0,0,0,0,0,-207802.90999999997,0,-114619.26,0,-221635.8,-275462.19999999995,0,0,0,0,7
"4650_275.1639_10.6541_2820_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",0,242536.3,0,299629.5,0,262278.19999999995,0,584092.8999999999,0,0,0,0,0,0,0,0,0,0,4
4651_275.1639_10.1816_-1_N/A_Prostaglandin E2_no matches_no matches_no matches_no matches,0,0,663242.3,0,274789.39999999997,586468.3,1123297.3,647774.5,332115.5,466171.89999999997,0,469911.39999999997,-476452.6,0,0,0,-453164.49999999994,-487829.19999999995,11
4655_275.164_10.3704_-1_N/A_NA_no matches_no matches_no matches_no matches,257900.80000000002,396706.29999999993,0,295425,0,367981.4,-521383.39999999997,0,0,0,-158943.90000000002,0,0,0,0,0,0,0,6
4661_275.2003_11.6114_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,155881.15000000002,188726.52,220147.52000000002,67134.51999999999,0,0,0,0,261193.90000000002,-78888.51999999999,0,-225278.89,-217236.6,8
4663_275.2003_11.2991_462_Spectral Match to 9-OxoOTrE from NIST14_enoxolone_no matches_no matches_no matches_no matches,0,-411084.19999999995,-326345.3,0,0,640392.6,0,0,0,0,0,0,0,0,-656784.7,0,0,0,4
4665_275.2003_10.6221_2820_N/A_Spectral Match to 8-HETE from NIST14_no matches_no matches_no matches_no matches,0,-187913.30000000002,-319086.60000000003,0,0,0,0,524873.1,0,0,0,0,0,0,0,-330719.9,0,-313920.5,5
4666_275.2004_8.9872_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,0,-34417.2,0,-101662.84000000001,0,0,-41107.58,0,3
4678_275.2578_11.5598_2957_N/A_columbianetin_no matches_no matches_no matches_no matches,-200282.68,-189335.69,0,-179410.3,-216388,0,-167736.30000000002,-254982.14,-172678.80000000002,-269677.2,-294238.9,-288629.6,0,0,-336275.19999999995,0,0,-194297.80000000002,12
4680_276.0935_5.4219_-1_N/A_NA_no matches_no matches_no matches_no matches,-3584.461,0,0,0,0,8111.509,0,-6496.584,0,0,0,0,0,-5690.175,0,0,0,3717.1899999999996,5
"4685_276.123_2.8071_737_N/A_(3aS,8aR)-1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate_no matches_no matches_no matches_no matches",0,0,-41688.920000000006,28440.239999999998,0,35081.56,0,0,0,0,-25172.639999999996,-26907.109999999997,0,0,0,-66948.99,-56351.51,0,7
"4686_276.123_2.9488_-1_N/A_(3aS,8aR)-1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate_no matches_no matches_no matches_no matches",26232.589999999997,35029.19,0,0,0,0,-38991.74,0,-31648.55,0,-30782.55,-32517.02,0,0,45631.26,0,-38373.9,0,8
"4690_276.1591_10.717_505_HOMATROPINE_5,3'-Dihydroxyflavone_Organic compounds_Alkaloids and derivatives_Tropane alkaloids_NA",-1338119.7,0,-1432040.6,939627.9,0,1112003.9,-1253480.2,-1105165.4,0,0,-2273066.5,-2239772.9,0,-1789615.3,-1745763.8,0,-1554537.8,-1570098.4,12
"4691_276.1592_3.8012_4660_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",267531.30000000005,0,252772.50000000003,81334.84,133782.04,175080.63999999998,0,0,0,0,0,0,238378.7,136108.9,113972.79999999999,0,-206766.39999999997,0,9
4692_276.1593_3.3627_2882_N/A_Propionic acid_Organic compounds_Organoheterocyclic compounds_Oxazinanes_Morpholines,0,-142275.40000000002,0,0,0,118594.5,0,0,0,0,285289,0,0,0,0,0,-200702.71000000002,0,4
4693_276.1593_3.4182_2882_N/A_Propionic acid_Organic compounds_Organoheterocyclic compounds_Oxazinanes_Morpholines,0,0,0,0,0,0,171066.3,614482.1000000001,160122.2,0,1241590.9,0,-724253.9,0,-829154,428873,1289614.4,399010.80000000005,9
"4694_276.1593_3.6245_-1_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",0,0,-162436.80000000002,0,-258678.19999999998,0,0,0,611245.3,0,168564.19999999998,259587.99999999997,0,0,-169383.88,0,0,0,6
4695_276.1593_2.7696_737_N/A_9-hydroxyparthenolide_no matches_no matches_no matches_no matches,-132463.6,0,-139455.38,0,-92244.84000000001,-105788.84000000001,-90722.85999999999,0,0,210404.1,0,230408.80000000002,-110768.08,227118.9,223610.1,-444281.8,-482538.06999999995,0,12
"4696_276.1593_3.1281_-1_N/A_(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol_no matches_no matches_no matches_no matches",0,-389722.69999999995,0,0,833273.2,0,631704.1,0,0,-381164.4,-439930.35,0,0,0,0,0,-229068.90000000002,0,6
"4697_276.1593_3.0688_-1_N/A_(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol_no matches_no matches_no matches_no matches",0,121743.22,0,0,0,0,-189177.56,0,-128213.63,0,-200928.7,0,-174918.69,0,0,-186826.12999999998,-194339.89999999997,-155530.99999999997,8
4701_276.1804_3.1019_-1_N/A_NA_no matches_no matches_no matches_no matches,0,3088.9700000000003,0,0,0,0,-80269.121,-80071.98700000001,-80943.228,-13149.543999999998,-15285.88,-15832.295999999998,-178477.49,-177561.091,-179721.25,-8022.0070000000005,-8517.694,-9183.188,13
4705_276.1955_5.4733_6946_N/A_thiamine_no matches_no matches_no matches_no matches,0,0,0,0,277795.8,195942.5,59667.130000000005,162671.33000000002,0,-232903.82,-222219.5,-269142.61,0,0,0,0,0,-99550.02000000002,8
4706_276.1956_5.097_-1_N/A_Rotundine_no matches_no matches_no matches_no matches,0,0,0,-221429,0,0,0,0,-171114,205572.5,0,0,244944.7,127171.7,0,0,-182331.9,0,6
4707_276.1956_4.4071_-1_N/A_Karakoline_no matches_no matches_no matches_no matches,0,0,-323725.06,0,0,0,150516.5,0,169258.19999999998,-215781,0,-265374.1,-230954.3,-190560.89999999997,0,-477106.39999999997,-331860.19999999995,-436705.69999999995,10
"4708_276.1956_4.791_-1_N/A_2-[2-(4-methyl-2-oxo-2h-chromen-7-yloxy)-acetyl]-2,3,4,9-tetrahydro-1h-beta-carboline-3-carboxylic acid methyl ester_no matches_no matches_no matches_no matches",0,0,-107416.48999999999,0,0,0,0,0,0,0,254051.9,146140.1,0,0,0,0,0,0,3
4709_276.1956_4.879_-1_N/A_Hydroxypestalotin_no matches_no matches_no matches_no matches,-334822.8,0,-368033.89999999997,0,302426,0,0,243569,216692.10000000003,0,0,-207134.30000000002,0,0,0,-382055.19999999995,0,0,7
4710_276.1956_4.6041_-1_N/A_andrograpanin_no matches_no matches_no matches_no matches,0,0,433749.4,356194.30000000005,444657,0,0,0,0,0,-367847.89999999997,0,0,-402114.49999999994,0,0,0,0,5
"4711_276.1956_3.806_4660_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches",0,0,0,108128.55,0,0,0,128877.81000000001,0,-133799.18,-103530.93999999999,0,0,-84153.12,0,104936.29999999999,38821.33,211756.8,8
4712_276.1956_3.468_-1_N/A_9-hydroxyparthenolide_no matches_no matches_no matches_no matches,163789.48,0,0,0,0,0,0,0,0,-45219.46,0,0,0,-41014.53,0,0,0,79373.88,4
4713_276.1956_3.6276_-1_N/A_9-hydroxyparthenolide_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,-65395.62,-57460.909999999996,0,0,-70956.32999999999,0,0,-51809.58,0,0,4
4723_277.1068_5.2285_1301_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,-64103.770000000004,-207680.3,-198533.8,0,164249.74,101055.23999999999,179047.13999999998,-175754.8,0,-207257,8
4725_277.1069_7.6136_3665_N/A_0055_Triethylcitrate_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Tricarboxylic acids and derivatives,69550.08000000002,71708.18000000002,278367.27999999997,72622.68000000001,49331.92,91806.38,0,0,0,0,0,0,0,0,-49952.649999999994,0,-95268.97,0,8
4732_277.1072_3.0358_377_N/A_NA_no matches_no matches_no matches_no matches,0,0,-26064.614,0,0,0,0,-15453.896,0,0,-22132.6,-22265.023,-25613.300000000003,0,0,0,-18782.778,0,6
4733_277.1181_4.7923_-1_Spectral Match to PyroGlu-Phe from NIST14_Spectral Match to PyroGlu-Pro from NIST14_no matches_no matches_no matches_no matches,0,0,-95087.58000000002,-103746.93999999999,-79157.60999999999,-91748.62,0,0,0,150109.07,0,250050.07,0,0,-76664.45999999999,0,-94658.83000000002,0,8
4734_277.1182_4.088_355_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,-209275.1,-253655,-277140.93,-153782.75,0,0,0,0,0,0,0,0,-232237.1,0,-269471.4,6
4735_277.1182_3.9704_355_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,-329684.60000000003,0,-430579.2,0,0,303466.6,-336286.19999999995,0,0,0,0,0,4
4736_277.1182_4.1996_355_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,248977.77000000002,0,-170780.3,0,0,-301701.60000000003,0,0,0,-160952.99999999997,0,0,0,-219533.09999999998,5
4737_277.1182_4.4737_375_N/A_NA_no matches_no matches_no matches_no matches,0,0,-64452.509999999995,0,0,0,84846.35999999999,0,0,0,0,0,0,0,0,0,113708.72,0,3
4738_277.1182_3.9059_355_N/A_NA_no matches_no matches_no matches_no matches,0,94453.95,202166.75,0,0,0,0,0,0,0,0,-165305.8,0,0,-138751.84,0,0,0,4
4739_277.1183_3.3854_2523_N/A_ReSpect:PM018186 p-Coumaroylagmatine_Organic compounds_Phenylpropanoids and polyketides_Cinnamic acids and derivatives_Hydroxycinnamic acids and derivatives,0,-229172.74999999997,0,0,0,0,0,174797.2,0,0,231690.08000000002,0,0,0,274712.8,0,0,0,4
4740_277.1258_2.4264_2451_N/A_Alternariol_no matches_no matches_no matches_no matches,-28565.504,-28268.897999999997,-28464.608,-9400.369999999999,21792.39,-10761.89,-854352.8470000001,-800474.68,-856746.269,-12056,71106.9,-10391.168,-1299685.069,-1303202.632,-1251149.21,-9936.029999999999,-12822.55,55607.67999999999,18
4741_277.1279_5.626_152_N/A_NA_no matches_no matches_no matches_no matches,-77728.269,0,-68520,-34661.64,68165.43,-29625.959999999995,-63364.07,0,-65587.52,-35070.587,0,-22955.34,0,-38399.28,86838.41,86667.26999999999,-64763.438,166704.66999999998,14
4743_277.1432_6.9571_1452_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters,0,0,0,-485587.7,-536571.3,-452464,-139745,272261.6,0,398695.2,0,0,0,285377.5,496657.5,0,0,0,8
4746_277.1433_7.1807_-1_N/A_Artemisinin_no matches_no matches_no matches_no matches,0,0,-655956,0,0,0,0,285799.00000000006,552931.3,0,251541.30000000002,0,336503.1,0,257956.80000000002,-151381.90000000002,0,0,7
4749_277.1433_8.9416_-1_N/A_NA_no matches_no matches_no matches_no matches,0,120870.6,0,0,0,0,0,0,-119024.23000000001,0,0,0,0,0,-121183.15,0,0,0,3
4750_277.1433_7.2546_1452_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters,147256.7,0,0,0,0,284426.5,264784.5,0,0,-589154.3,0,-417957.19999999995,0,0,0,265241.6,0,329115.4,7
4752_277.1433_6.8641_1413_N/A_NA_no matches_no matches_no matches_no matches,-200094.72000000003,0,-199474.6,0,0,0,0,0,250304.3,129014.50000000001,0,0,-223452.80000000002,0,-283303.21,0,0,0,6
4753_277.1433_6.3469_4753_N/A_NA_no matches_no matches_no matches_no matches,-129976.64,264616.3,0,-231316.71000000002,-181035.2,0,-287739.73000000004,0,-236570.10000000003,0,0,0,0,-191324.69999999998,0,0,-173072.4,0,8
4754_277.1433_10.0805_2736_N/A_NA_no matches_no matches_no matches_no matches,183826.2,212266,233836.89999999997,111818.68,206873.78000000003,95323.88,0,364253,0,0,0,0,194507.19999999998,177721.99999999997,0,0,0,0,9
4755_277.1433_8.221_-1_N/A_Artemisinin_no matches_no matches_no matches_no matches,0,0,0,992934.6,181440.80000000002,462263.4,373252.30000000005,0,0,-395205.1,-331387.6,0,0,0,522294.6,0,-194434.40000000002,0,8
4756_277.1433_6.7147_1413_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,-280481.5,-344220.4,0,-192848.50000000003,0,0,0,-201932.77999999997,0,0,0,4
4757_277.1433_6.6193_-1_N/A_Artemisinin_no matches_no matches_no matches_no matches,0,0,0,0,0,0,-732737.4,-970939.1,-1034678,-296842.8,-297989,0,297694.99999999994,0,-193917.18,0,0,0,7
4758_277.1433_9.1779_-1_N/A_Spectral Match to Diethyl phthalate from NIST14_no matches_no matches_no matches_no matches,0,157761.39999999997,364007.2,0,0,0,0,0,0,141053.84,0,0,0,249881.7,0,0,0,0,4
4759_277.1433_8.0445_6447_N/A_Artemisinin_no matches_no matches_no matches_no matches,-163074.80000000002,0,0,0,0,214062.3,475391.07000000007,199715.97000000003,624525.37,0,0,0,265345.7,1442116.5,282992.4,170656.69999999998,170865.80000000002,1281764.6,11
4762_277.1545_4.4871_375_N/A_NA_no matches_no matches_no matches_no matches,0,107489.74,166858.94,0,0,0,254396.89999999997,163046.2,390201.89999999997,255397.00000000003,0,0,0,0,0,0,0,0,6
4763_277.1545_4.5874_375_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,0,0,-569196.3999999999,-555820.5,-635625.3999999999,0,0,0,3
4764_277.1545_3.9547_355_N/A_NA_no matches_no matches_no matches_no matches,0,-128948.00000000001,0,-405784.57,-265036.8,-298094.5,120786.85,0,89601.94999999998,0,333568.5,0,0,0,0,0,0,0,7
4767_277.1545_3.8071_355_N/A_NA_no matches_no matches_no matches_no matches,124464.56,0,145060.76,72243.54,0,0,0,0,306077.8,0,0,-202711.43,0,274179.6,0,148153.51,421498.91000000003,188860.61000000002,9
4768_277.1545_5.6045_-1_N/A_NA_no matches_no matches_no matches_no matches,134918.91,50093.490000000005,100785.61000000002,0,0,0,0,0,0,0,0,0,0,79821.89,0,64643.56,69251.63,95910.03,7
4769_277.1545_3.6238_355_N/A_NA_no matches_no matches_no matches_no matches,118427.9,0,-54496.74999999999,0,0,368665.89999999997,0,286200,0,0,321577.15,84600.45000000001,-187145.30000000002,-190297.00000000003,0,-289929.1,-261690.5,-308766.69999999995,11
4770_277.1545_3.0685_377_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,-33255.5,0,-33514.619999999995,0,0,0,0,0,2
4776_277.1638_6.329_3727_N/A_NA_no matches_no matches_no matches_no matches,6925.994,0,0,4778.813,3684.995,0,0,0,0,0,0,4079.39,4854.375,0,0,0,0,4446.906,6
4777_277.1643_7.1072_1452_N/A_AZELAIC ACID_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters,0,0,0,0,0,0,0,0,0,0,0,-396240.6,0,0,0,0,0,0,1
4778_277.1643_6.931_1452_N/A_AZELAIC ACID_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters,0,-14270.05,-18149.59,0,0,0,0,-10763.01,0,0,0,-23789.579999999994,0,-6113.059,0,16147.949999999999,0,-5937.161999999999,7
4783_277.1796_9.2819_1032_N/A_Massbank:LU084702 Triethylene glycol bis(2-ethylhexanoate)|2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethyl 2-ethylhexanoate_no matches_no matches_no matches_no matches,260817.38,0,-45461.95,0,130794.32,0,0,0,0,0,0,0,0,0,0,-1255602,-1188644,-952794.2,6
"4788_277.1796_10.3476_2019_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",231978.90000000002,-130725.04999999999,-118873.69999999998,0,421227.9,0,307881.7,0,-123426.50000000001,338302.2,0,322667.39999999997,481837.9,0,0,0,0,0,9
"4789_277.1797_10.609_-1_N/A_NCGC00347722-02!(2Z)-2-[(E)-6-(hydroxymethyl)-2,4,8,10-tetramethyldodec-2-enylidene]-4-methylpentanedioic acid [IIN-based on: CCMSLIB00000847318]_no matches_no matches_no matches_no matches",0,0,0,0,0,750463.3,0,0,0,0,-413339.19999999995,0,0,0,-509840.39999999997,0,0,0,3
"4812_277.216_11.334_649_Spectral Match to 9,12-Octadecadiynoic Acid from NIST14_Spectral Match to 9,12-Octadecadiynoic Acid from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",-418928.99999999994,0,-369688.49999999994,0,0,569405.6,-448406,-582304.7,0,0,0,0,0,-1062125.6,-1239399.3,0,-415865.39999999997,0,8
"4834_278.1385_2.7578_534_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",-111651.68,-103497.81,0,-134290.09000000003,0,-85591.62000000001,-314587.02999999997,-274872.82999999996,-213163.4,-73688.01999999999,0,0,0,-99851.48999999999,0,0,185645.78999999998,0,10
4835_278.1385_2.847_534_N/A_Propionic acid_no matches_no matches_no matches_no matches,0,0,0,0,169051.59999999998,0,0,0,0,157931.3,0,-73283.18,0,0,0,0,0,288627.30000000005,4
4836_278.1385_3.294_5109_N/A_Propionic acid_no matches_no matches_no matches_no matches,0,0,0,594271.7,0,0,420399.3,0,0,570783.3999999999,114949.49999999999,518837.60000000003,198967.66999999998,507261.67000000004,102302.47,1118351.2,756547,397229.5,11
"4837_278.1386_3.5679_5447_N/A_(3aS,8aR)-1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate_no matches_no matches_no matches_no matches",58433.01000000001,205022.81,150451.31,108906.93000000001,126709.23,0,0,-114150.55999999998,0,244097.5,184266.2,0,0,0,-187239.7,0,0,198991.69999999998,10
"4846_278.1749_4.1336_1410_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",0,0,321209,-147394.40000000002,0,0,0,0,0,0,0,0,0,0,0,0,141301.2,436062.19999999995,4
"4847_278.1749_4.0641_-1_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",182417.3,162808.3,0,0,0,0,0,0,0,0,795456.7,0,-121202.95,0,0,0,0,0,4
"4848_278.1749_3.8566_-1_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",218262.30000000002,194865.30000000002,218556.19999999998,543606.13,0,244384.13,907968.8,214951.59999999998,195137.89999999997,0,0,1489672.8,0,0,0,0,0,-562597.5,10
4849_278.1749_3.3926_5109_N/A_Rotundine_no matches_no matches_no matches_no matches,0,0,-308464,0,0,0,0,-406132.4,0,0,441475.1,0,-267406.20999999996,0,-215610.09999999998,202322.39999999997,0,0,6
"4850_278.1749_3.7474_-1_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",494070,-252950.69999999998,-275107.39999999997,0,0,0,0,448952.20000000007,0,560479,-333685,-358242.7,281761.8,0,0,393069.34,248700.44,357790.34,11
"4851_278.1749_3.648_-1_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",0,0,0,0,-120352.5,0,0,0,0,0,0,215618.2,0,0,0,-109672.55,364029.9,0,4
4852_278.1749_2.6135_534_N/A_9-hydroxyparthenolide_no matches_no matches_no matches_no matches,0,0,141089.37,175058.7,-115366.79000000001,300519.8,0,0,0,320482.59,349716.79,357676.99,69495.04000000001,276690.61,195821.31,-154415.58000000002,0,-128504.45999999999,12
"4853_278.1749_3.0266_-1_N/A_2-[2-(4-methyl-2-oxo-2h-chromen-7-yloxy)-acetyl]-2,3,4,9-tetrahydro-1h-beta-carboline-3-carboxylic acid methyl ester_no matches_no matches_no matches_no matches",0,0,0,0,0,-176721.5,0,0,-337747.4,0,0,0,0,-159333.8,0,-300026.7,-347040.65,-246574.50000000003,6
"4854_278.1861_2.3582_3043_Massbank:LU083501 Maprotiline|N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine_5-(3-methoxyphenyl)-N-((octahydro-1H-quinolizin-1-yl)methyl)-1H-pyrazole-3-carboxamide_Organic compounds_Benzenoids_Anthracenes_NA",-1025.919,-1025.919,-1025.919,1039.457,0,1909.776,0,0,-1589.158,0,0,0,-3252.383,0,0,0,0,0,7
"4859_278.2113_4.0657_5447_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches",0,0,0,70310.59,140794.59,47933.54,0,0,0,0,0,69102.29000000001,0,0,50448.06999999999,0,0,0,5
4861_278.2323_10.1801_-1_N/A_NA_no matches_no matches_no matches_no matches,51227.562,56142.051999999996,46855.602,105594.734,297146.334,31185.444,341653.10500000004,276305.005,67908.725,29973.56,59559.98,22618.12,23167.12,233127.2,19542.67,67750.43,46810.7,130686.1,18
4863_278.2324_6.3109_1140_N/A_Massbank: Terbutaline_no matches_no matches_no matches_no matches,325782.70999999996,0,0,1377593.7,1043103.7,0,2894356.37,2602023.37,746530.27,1315380.2,1409607.2,99299.90000000001,-668564.5,1051997.8,-679971,623846,256698.7,614268.3999999999,15
"4877_279.0931_9.1145_5263_Massbank:LU130902 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide_Massbank:UA007801 2-Phenylpyridine_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzenesulfonamides",1066726.2,0,-213617.8,-6073445,-6969505.1,-6817329.7,-849998.8,-816332.4,0,-17585516,-19937938.3,-19563656.4,0,-510668.1,0,-8817404,-10082052.3,-9693886.8,14
4881_279.1226_7.3707_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,420898.89999999997,596360.8999999999,264590.4,303471.52,491100.02,500186.22,778363.1,0,0,211636.1,784571.7999999999,0,0,0,0,9
4882_279.1226_6.412_4318_N/A_Artemisinin_no matches_no matches_no matches_no matches,0,0,0,-524156.89999999997,-564901.2,0,237983.59999999998,326878,403012.6,-556578.1000000001,-691634.6000000001,-611017.6000000001,0,0,0,0,0,0,8
4883_279.1226_7.2352_-1_N/A_Artemisinin_no matches_no matches_no matches_no matches,0,187614.7,0,208125.3,0,0,0,0,0,0,0,305740.7,0,0,0,0,0,-143685.30000000002,4
4890_279.1338_4.3253_22_N/A_Propionic acid_no matches_no matches_no matches_no matches,0,220809.08000000002,0,0,300071.57,166340.46999999997,0,0,-229363.09999999998,0,0,0,186761.09999999998,235890,0,0,0,183082.4,7
4891_279.1337_4.0429_2119_N/A_1-METHYLADENOSINE_no matches_no matches_no matches_no matches,0,-172129.7,0,0,0,0,0,0,0,0,0,0,0,-208890.69999999998,0,0,671180.9,0,3
4892_279.1338_4.6506_2972_N/A_NA_no matches_no matches_no matches_no matches,153870.41000000003,0,265792.71,302887.47000000003,0,0,0,0,0,0,0,233477.80000000002,0,0,0,138484.9,0,249871.30000000002,6
4893_279.1338_3.8172_2119_N/A_1-METHYLADENOSINE_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,0,2271537.3,0,0,0,0,0,0,1
4894_279.1338_2.8053_-1_N/A_Propionic acid_no matches_no matches_no matches_no matches,-304359.8,-269575.19999999995,-365787.52999999997,-665238.3,-683925.1,0,0,-162889.7,0,-75049.23999999999,561667.6,-68591.25,461390.69999999995,284019,291565.9,0,560771.5,574693,14
4895_279.1338_3.5707_2119_N/A_NA_no matches_no matches_no matches_no matches,2034355.8,319415.8,221848.39999999997,0,0,0,569570.8,0,0,1078764.1,0,0,0,0,0,1895755.7,0,1137869.7,7
4897_279.1338_3.3893_2119_N/A_NA_no matches_no matches_no matches_no matches,-292144.4,1138332.2,865097.2,228211.6,264737.6,287084.5,0,-316542.30000000005,0,-1805462,-1748651.2,-1861952.5,-211827.99999999997,513488.4,0,-323487.3,691730.7,0,14
4898_279.1338_3.1628_2119_N/A_NA_no matches_no matches_no matches_no matches,-977769.7,-1136926.2,-1165390.3,914689,0,0,637580.1,1098557.1,0,0,350240,0,476780.5,-221025.7,0,0,0,0,9
4899_279.1338_2.8559_2119_N/A_Propionic acid_no matches_no matches_no matches_no matches,-174025.62,0,-162114.15999999997,0,816173.13,0,0,0,0,323793.2,0,-85734.25,0,0,0,-436520,-469283.8,-466928.19999999995,8
4903_279.1589_7.1257_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,-249984.2,-240894.7,0,0,0,-159549.8,0,-128259.74999999999,0,0,0,782841.6699999999,0,0,0,5
4906_279.1589_7.2963_-1_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,218468.80000000002,0,0,0,0,-307070.39,0,0,0,-135690.39999999997,-186920.68999999997,0,0,-219633.19,0,0,0,0,5
4909_279.1589_9.5681_7248_N/A_Artemisinin_no matches_no matches_no matches_no matches,234655.7,0,0,159818.02999999997,0,348541.82999999996,152593.1,366660.4,0,236831.43000000002,97035.13,156074.73,0,0,0,0,182911.8,0,9
4910_279.159_8.9382_3569_N/A_Dydrogesterone_no matches_no matches_no matches_no matches,0,-144008.72,0,0,0,0,-140741.6,0,277622.5,0,0,-266935.5,0,0,0,0,0,0,4
4912_279.159_9.0001_-1_N/A_Artemisinin_no matches_no matches_no matches_no matches,0,-108872.72,0,161946.39999999997,745655.7,0,444797.4,0,0,0,0,0,0,0,0,0,0,0,4
"4913_279.159_7.4085_-1_N/A_MassbankEU:SM874701 Dydrogesterone|(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one_no matches_no matches_no matches_no matches",0,0,0,0,0,0,-278941.5,-374075.4,-309344,0,-158367.09999999998,0,-110569.56999999999,0,0,138111.22,0,163248.92,7
4914_279.1701_4.2136_22_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,424430.3,237647.60000000003,151283.2,306555.2,0,-108238.06000000001,337690.6,0,0,6
4918_279.1701_5.7284_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65992.98000000001,0,0,0,1
4919_279.1701_3.934_2583_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,113898,0,0,0,0,103954.18,147311.78,0,124315.22999999998,141883.72999999998,170718.13,-133394.5,-108284.29999999999,-115762.43,9
4920_279.1701_4.0385_2583_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,229400.03,186353.83000000002,216219.83000000002,261425.99,0,302217.29000000004,0,434297.49999999994,323195.1,-151924.69999999998,0,-149432.3,0,0,0,9
4921_279.1701_3.735_2119_N/A_NA_no matches_no matches_no matches_no matches,206933.77000000002,112476.56999999999,139884.47000000003,0,-88628.09999999999,0,0,128200.5,0,0,0,0,0,0,0,301054.1,418067.89999999997,273239,8
