Feature_ID,Coral,Coral_Dictyota,Coral_Turf,Turf,Dictyota,count
8162_320.2217_5.4367_7938_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8163_320.2218_4.0156_821_N/A_Guggulsterone E&Z_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8164_320.2218_4.0998_2199_N/A_hexadecanedioic acid_no matches_no matches_no matches_no matches,NA,96680.4,NA,115286.8,127253.7,3
8165_320.2218_3.9076_821_N/A_Guggulsterone E&Z_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8166_320.2218_4.3183_2199_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
8167_320.2218_4.4133_2199_N/A_hexadecanedioic acid_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8168_320.2218_4.8827_-1_N/A_Rotundine_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8169_320.2218_4.5822_2199_N/A_Rotundine_no matches_no matches_no matches_no matches,217142.6,489476.7,154800,NA,NA,3
8170_320.2218_4.694_-1_N/A_Rotundine_no matches_no matches_no matches_no matches,236382,NA,262519.5,NA,NA,2
"8171_320.2218_3.5254_-1_N/A_3-Hydroxy-9,10-Dimethoxypterocarpan_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
8172_320.2218_4.5172_2199_N/A_Guggulsterone E&Z_no matches_no matches_no matches_no matches,225172.3,NA,NA,NA,NA,1
8173_320.2218_4.9747_-1_N/A_Rotundine_no matches_no matches_no matches_no matches,NA,NA,NA,NA,688507.8,1
8178_320.2429_8.1091_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8184_320.2582_8.3922_-1_N/A_Spectral Match to Benzyltetradecyldimethylammonium from NIST14_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8187_320.2792_11.9789_2578_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,536201.2,1
8190_320.2944_8.4514_142_N/A_Spectral Match to Benzyldodecyldimethylammonium from NIST14_no matches_no matches_no matches_no matches,NA,NA,NA,1489018,NA,1
8191_320.2944_8.5798_142_N/A_Spectral Match to Benzyldodecyldimethylammonium from NIST14_no matches_no matches_no matches_no matches,NA,NA,651495,936324.9,NA,2
8192_320.2945_8.7486_142_N/A_Spectral Match to Benzyldodecyldimethylammonium from NIST14_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8193_320.2945_9.2062_142_N/A_Massbank:LU062201 Butam|Tebutam|N-benzyl-2,2-dimethyl-N-propan-2-ylpropanamide_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
8194_320.2946_8.2987_142_N/A_Spectral Match to Benzyldodecyldimethylammonium from NIST14_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8202_321.092_4.3537_2268_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8204_321.092_3.5358_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8205_321.092_3.6695_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8206_321.1079_3.7581_1180_N/A_NA_no matches_no matches_no matches_no matches,166535.5,NA,78795.13,107289,130062,4
8207_321.108_3.1116_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8209_321.133_5.2938_1766_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8210_321.1331_6.1254_2428_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8211_321.1331_6.2342_3666_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,622809.8,NA,NA,NA,1
8212_321.1331_5.437_1766_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8213_321.1331_7.1497_3666_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8215_321.1331_6.9764_3666_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,417271.5,743261.9,NA,2
8216_321.1332_6.018_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8217_321.1332_6.3414_428_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,730148.1,NA,1
8218_321.1332_4.5103_3882_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8220_321.1332_6.8611_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,370913.3,310215.1,NA,2
8221_321.1332_5.6844_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8223_321.1332_5.8467_3666_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,1074350,966541.7,753400,NA,3
8224_321.1332_6.4278_2041_N/A_NA_no matches_no matches_no matches_no matches,474485.2,697783.1,894042.7,679988.6,NA,4
"8225_321.1332_6.7359_3666_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",313823.4,NA,NA,NA,NA,1
8226_321.1332_6.6166_428_N/A_NA_no matches_no matches_no matches_no matches,735026.6,NA,901279.2,311407.6,297017.8,4
8227_321.1441_5.3965_1766_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8228_321.1442_4.2194_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,1038069,NA,NA,NA,1
8229_321.1442_4.4225_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8230_321.1443_4.0857_2268_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8231_321.1443_4.0143_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8232_321.1443_4.4967_361_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8234_321.1443_4.7453_361_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,460061.3,1
8235_321.1443_3.4014_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8236_321.1443_3.8071_1180_N/A_NA_no matches_no matches_no matches_no matches,488838.4,512779,NA,NA,NA,2
8237_321.1444_3.5052_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,1061837,NA,1007552,941701.3,3
8238_321.1444_3.6931_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8239_321.1444_3.1389_-1_N/A_gitoxigenin_no matches_no matches_no matches_no matches,231754.9,NA,307507.4,NA,246542.6,3
8240_321.148_4.3553_3882_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8243_321.1694_8.6873_2000_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,NA,NA,NA,NA,738353.6,1
"8244_321.1694_7.8056_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,1151437,NA,NA,938597.7,2
"8245_321.1694_7.5458_2000_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",1934964,NA,NA,NA,NA,1
"8247_321.1694_8.0208_2000_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
8248_321.1694_7.0088_8569_N/A_N-(2-{N-[2-(2-methylindol-3-yl)ethyl]carbamoyl}phenyl)-2-thienylcarboxamide_no matches_no matches_no matches_no matches,NA,NA,1635172,NA,NA,1
8249_321.1694_7.3128_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,1660078,1
8250_321.1694_9.3116_-1_N/A_ingenol_no matches_no matches_no matches_no matches,NA,489407.3,NA,NA,538419.8,2
"8251_321.1694_6.3668_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
"8252_321.1694_6.7539_2000_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
8255_321.1695_8.1587_2000_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,NA,693208.9,NA,NA,NA,1
8256_321.1695_5.9478_2428_N/A_CORTICOSTERONE_no matches_no matches_no matches_no matches,224202.8,216632.8,308182.4,373160.2,275185.4,5
"8258_321.1695_8.2803_2000_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
8259_321.1805_5.2989_1766_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,244074.8,1
8260_321.1806_5.5492_1766_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8261_321.1806_4.3493_3882_N/A_NA_no matches_no matches_no matches_no matches,272329.7,NA,127078.8,NA,200100.1,3
8262_321.1806_4.5881_361_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,271782,1
8263_321.1806_4.4562_3882_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8264_321.1807_3.879_1046_N/A_NA_no matches_no matches_no matches_no matches,NA,162365.4,NA,201070.3,155424.2,3
8265_321.1807_3.4468_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8266_321.1807_3.5647_1180_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8268_321.1889_4.5356_2268_N/A_NA_no matches_no matches_no matches_no matches,NA,47149.12,NA,44705.04,NA,2
8270_321.1891_4.1187_2268_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8271_321.1892_4.2734_2268_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8272_321.1894_4.7659_2268_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,29531.33,22767.16,17670.34,3
"8274_321.2056_10.854_-1_N/A_methyl 1,2,5,8,15,19,19-heptamethyl-13,18-dioxopentacyclo[12.8.0.0.0.0]docos-11-ene-8-carboxylate_no matches_no matches_no matches_no matches",NA,605004.2,NA,1322548,800209.4,3
"8275_321.2056_10.7037_3218_N/A_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",NA,NA,NA,409455.9,414571.1,2
"8276_321.2057_11.2161_308_N/A_9a-hydroxy-3,4a,5-trimethyl-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one_no matches_no matches_no matches_no matches",NA,NA,384946.8,441515.7,457447.8,3
"8277_321.2058_9.304_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",NA,118937.8,204618.5,300393,137905.5,4
"8278_321.2058_11.2897_308_N/A_9a-hydroxy-3,4a,5-trimethyl-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one_no matches_no matches_no matches_no matches",NA,764555.4,776439.3,960440.7,457616,4
"8281_321.2058_8.9464_2000_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",NA,NA,NA,NA,347587.9,1
"8288_321.2059_10.6054_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",NA,NA,NA,NA,1332016,1
"8303_321.242_9.6722_434_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
"8305_321.2421_9.2324_434_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_NCGC00380239-01!16-hydroxy-4,4,8,10,14-pentamethyl-17-(4,5,6-trihydroxy-6-methylheptan-2-yl)-1,2,5,6,7,9,11,12,15,16-decahydrocyclopenta[a]phenanthren-3-one [IIN-based on: CCMSLIB00000848752]_no matches_no matches_no matches_no matches",NA,NA,36647.52,NA,38960.66,2
8309_321.2421_11.4805_239_N/A_Massbank:FFF00136 Estriol_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids,NA,NA,NA,NA,NA,0
8316_321.9933_2.9321_2357_N/A_Spectral Match to 3-Iodo-L-tyrosine from NIST14_no matches_no matches_no matches_no matches,NA,347706.4,121861.7,309391.4,766357.7,4
8318_322.1283_8.1349_2014_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8320_322.1283_8.0014_2014_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8321_322.1283_4.0211_8451_N/A_(3aS,8aR)-1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate_no matches_no matches_no matches_no matches",NA,NA,561816.9,NA,NA,1
8322_322.1283_3.8597_2861_N/A_liquiritin_no matches_no matches_no matches_no matches,NA,307339.9,NA,NA,605475.1,2
8324_322.1284_4.5109_6326_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8325_322.1284_4.8126_-1_N/A_NA_no matches_no matches_no matches_no matches,306851.3,308397.6,NA,NA,NA,2
8327_322.1284_3.7416_2861_N/A_liquiritin_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8331_322.1647_3.8229_8451_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
"8332_322.1647_3.5856_2861_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
8335_322.1855_5.6206_742_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8336_322.1855_7.8053_152_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,59166.55,85076.53,NA,2
8339_322.1911_7.5723_1832_N/A_5-HYDROXYINDOLE_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_Indoles,493176.3,169873.9,NA,69262.45,197165.7,4
"8342_322.201_4.0632_4665_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",240413.2,352099.6,146046.1,152614.8,138359.3,5
8343_322.201_9.1428_1004_N/A_ANDROSTERONE_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8344_322.201_4.3127_-1_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
"8345_322.201_4.3853_187_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
"8346_322.201_3.2876_-1_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches",NA,426872.9,NA,NA,358318.9,2
"8347_322.2011_3.8856_8451_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches",NA,NA,1168929,NA,1129106,2
8348_322.2011_2.7283_6461_N/A_Meranzin hydrate_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8349_322.2011_3.6049_2861_N/A_(1R,2R)-methyl dihydrojasmonate_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
"8350_322.2011_3.7514_2861_N/A_(1R,2R)-methyl dihydrojasmonate_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
8351_322.2011_4.7802_187_N/A_Emodin 8-glucoside_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8353_322.2011_4.5845_-1_N/A_Emodin 8-glucoside_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8361_322.2374_5.4707_742_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8362_322.2374_3.9638_4665_N/A_Sesamin_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8363_322.2374_4.4426_2199_N/A_Rotundine_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8364_322.2374_4.8147_187_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
"8365_322.2375_4.7197_187_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches",86219.7,85885.13,NA,NA,NA,2
8366_322.2375_4.5655_2199_N/A_Rotundine_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8367_322.2375_5.0342_-1_N/A_hexadecanedioic acid_no matches_no matches_no matches_no matches,NA,NA,134734.4,NA,155655.5,2
8379_322.2738_8.7413_6994_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,172631.2,NA,NA,1
8381_322.2738_9.9805_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8383_322.2949_11.8228_184_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,160721.1,NA,NA,1
8386_323.0888_3.7337_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8388_323.1123_5.331_2892_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8390_323.1123_6.9869_-1_N/A_NA_no matches_no matches_no matches_no matches,113974.8,NA,70123,95922.56,NA,3
8391_323.1123_6.1515_5892_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8392_323.1123_5.4847_2892_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8393_323.1123_5.0683_2892_N/A_NA_no matches_no matches_no matches_no matches,NA,256386.8,518251.4,316844.5,NA,3
8394_323.1124_6.0321_5892_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8395_323.1124_4.5669_3954_N/A_NA_no matches_no matches_no matches_no matches,197839.5,284711.2,296505.4,227998.7,314905.7,5
8396_323.1124_4.714_3954_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8397_323.1124_6.7501_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,168281.1,NA,NA,NA,1
8398_323.1124_4.1736_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,719548.6,1
8399_323.1124_4.3692_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8400_323.1124_5.6612_3619_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8401_323.1124_4.0089_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8402_323.1124_4.9587_50_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8403_323.1124_5.8429_3619_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,533849.4,NA,443354.4,2
8404_323.1124_3.8778_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8405_323.1124_4.8555_3691_N/A_NA_no matches_no matches_no matches_no matches,NA,298141.5,270006.7,NA,NA,2
8406_323.1234_5.1228_3691_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8407_323.1235_4.8971_50_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8408_323.1235_4.636_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8409_323.1236_4.2491_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8410_323.1236_4.0802_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,541972.1,NA,1
8412_323.1236_3.4085_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8413_323.1236_3.5677_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8414_323.1236_3.7206_56_N/A_NA_no matches_no matches_no matches_no matches,NA,404239,NA,NA,NA,1
8415_323.1236_3.2605_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8416_323.1237_3.1858_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8417_323.1237_2.8384_-1_N/A_NA_no matches_no matches_no matches_no matches,199092.1,473923.1,552735.6,417095,476744.5,5
8419_323.1237_2.9522_-1_N/A_NA_no matches_no matches_no matches_no matches,274724.9,280147.6,243210,NA,174270.4,4
8422_323.1487_7.0641_3262_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8423_323.1487_6.2507_5892_N/A_ingenol_no matches_no matches_no matches_no matches,NA,NA,545889.6,2555891,952413.6,3
8424_323.1487_6.0832_5892_N/A_ingenol_no matches_no matches_no matches_no matches,NA,NA,NA,NA,1367127,1
8425_323.1487_5.4346_4851_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8426_323.1487_8.0275_3262_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,548111,NA,1
"8427_323.1487_7.2318_3262_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,1106354,NA,NA,1
8428_323.1487_6.8929_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8429_323.1487_7.6792_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
"8430_323.1487_7.3875_3262_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,NA,767345.5,1
8431_323.1488_6.6926_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8432_323.1488_6.5029_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,706565.1,4094730,NA,NA,2
"8433_323.1488_5.9387_5892_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,529826.7,NA,NA,1
"8434_323.1488_8.2676_-1_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",NA,NA,NA,NA,NA,0
8435_323.1488_5.7524_3619_N/A_ingenol_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
"8436_323.1488_5.6219_4851_N/A_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]_no matches_no matches_no matches_no matches",555901.4,348878.4,259911,NA,433542.8,4
8437_323.1598_5.3168_4851_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8438_323.1598_5.4646_4851_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,388089,NA,NA,1
8439_323.1599_4.0965_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,1285495,975266,NA,2
8440_323.1599_4.2231_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8441_323.1599_4.004_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8442_323.1599_4.4269_56_N/A_NA_no matches_no matches_no matches_no matches,NA,315086.9,506162.9,393500.9,672344.9,4
8443_323.1599_5.6635_4851_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8444_323.1599_3.8517_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8445_323.1599_4.5246_3954_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,360306.4,NA,1
8446_323.1599_3.1843_56_N/A_NA_no matches_no matches_no matches_no matches,627605.5,262723.2,NA,NA,NA,2
8447_323.1599_4.722_2371_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8448_323.1599_3.4602_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8450_323.1599_3.5409_56_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,NA,0
8451_323.1599_4.928_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,237211.6,282013.8,358406.5,3
8452_323.16_3.7711_56_N/A_NA_no matches_no matches_no matches_no matches,NA,589479.8,NA,NA,NA,1
8453_323.1689_4.8253_50_N/A_NA_no matches_no matches_no matches_no matches,20487.42,NA,NA,NA,NA,1
8455_323.185_8.4535_2245_N/A_Gitoxigenin_no matches_no matches_no matches_no matches,161968.2,287704.8,234196.6,284171.1,NA,4
